author.properties.friends,author.properties.verified,location.longitude,author.properties.status_count,properties.sentiment,location.latitude,location.country,content.body,properties.platform
889,False,-0.09916350000000003,37108,0,51.64530734401061,GB,@leventumiterol Seni gercekten Cok severek takip etmistim ama Kardesim dedigin Adam annemize kufur etti! Artik seni takip etmiyorum!!,twitter
126,False,-0.2631405,2439,0,51.56521809122742,GB,@Richhomiecody_  https://t.co/X5tJUAbFih,twitter
246,False,-5.928412999999999,11669,-1,54.59591680133457,GB,I think they are gonna reveal the woodpecker the dog and then the bug tomorrow,twitter
1082,False,-3.032089000000001,48105,-1,53.84119157314604,GB,@_LEUKEMIA cos it wasn't peeling well,twitter
12,False,-1.6364945000000004,3858,1,52.80623228300398,GB,"@_Zeeshan97 happy birthday you black cunt, love you always!",twitter
1082,False,-3.032089000000001,48102,-1,53.84119157314604,GB,What do u call a sad coffee,twitter
532,False,-3.312432,5957,-1,51.59356948686316,GB,@eX_NMLY they literally just did the same to me too,twitter
1586,False,-1.4583060000000003,18198,-1,53.30978937331829,GB,"@markbatham found the British one too, never really watched it, only the American one but I'll give it a try 😍",twitter
0,False,-3.17453384,291,-1,51.48470686,GB,Caerleon group write open letter to re-assess Caerleon campus' main building for… https://t.co/Gi0EbAJugN #Cymru https://t.co/4xzHHUDqKs,twitter
690,False,-3.9457349999999987,17015,-1,51.644318675742966,GB,I'm so exited to get back to leeds on Sunday 😬😬😬,twitter
845,False,-1.2516219999999998,23649,1,53.08999325989027,GB,"I am blessed with my layout ,thank you @AllyBrooke for being so beautiful and layout worthy",twitter
612,False,0.061120999999999995,25254,-1,51.64090092075878,GB,@Laser_Cat @Thesismis . You bastard. Now I have prove your an old cheating NAG.,twitter
527,False,-1.3043975,11922,0,53.69084911812594,GB,Bedtime selfie. #NoFilter https://t.co/6ZWFFfN9il,twitter
597,False,-4.25200524,8499,1,55.82553801,GB,"Second chorus of Badlands @springsteen at Hampden Park Glasgow tonight, great show #bruuuuce… https://t.co/ckR6jVBPVG",twitter
3416,False,-4.001617,184732,1,52.41214485808566,GB,"So, an ancient Egyptian dagger (first unearthed by Carter in the 20s) is made of cobalt and nickle and, has its origins from space. This >",twitter
957,False,0.21058950000000004,15089,1,51.560607684597755,GB,@AutumnhartFox Definitely! x,twitter
1024,False,-7.267620000000002,19599,0,55.052489362081296,GB,@maireadhegartyx 🔙🔛🔝,twitter
347,False,-4.068760999999999,12587,1,55.67978914309615,GB,@BernadetteClaxt @DJZJCZ @auraa10 @tefy_grey @MissssssPinky  makes a change,twitter
922,False,-1.2074825000000002,30748,-1,53.9394953936082,GB,literally just composed about 5 tweets with the word fat in it but deleted them all because no doubt people would come for me,twitter
464,False,-0.10918150000000001,7673,1,51.546931093541325,GB,"When you just finished a paper for tomorrow and find out you have another due Monday night, but you're in Germany all weekend 🙄😣😑😭🖕🏻",twitter
365,False,-2.3047580000000005,4220,-1,53.58071287134156,GB,@jerrybez1974 @NeilBonnarBN @j_nelson8 @willdriver88 I've given you that back in fags and other odd jobs... 🙄,twitter
741,False,-3.9335910000000007,11169,-1,56.10765259026592,GB,we just asked a homeless busker for £3 so Troy could get in fubar😂😂😂😂😂,twitter
692,False,-1.13067,1115,1,52.626293532909706,GB,@sarahpurplee oh noooo mine is still here. Never mind hope it goes well. Xxx,twitter
512,False,-2.2334800000000006,17378,1,53.456983702037085,GB,@thepigeonpost still going on about this?,twitter
100,False,-1.4707784999999998,13566,-1,52.91556110309076,GB,@TheSnowyAngel I only have pizzas at 5am if I've been drinking. Unfortunately I haven't today. :P,twitter
238,False,-1.385366,69929,0,54.89924650764616,GB,@liamjonesy_ aw u beauty,twitter
912,False,0.317777,52153,0,51.48651958815168,GB,"You was just another n*gga on the hit list, tryna fix ur inner issues with a bad bitchh",twitter
900,False,-2.7751315,18933,-1,54.07111124598568,GB,@GeorgeAylett must be the first time we've agreed on something ;),twitter
146,False,-1.698456,5169,1,53.67654530233322,GB,"On a positive, had a great meal out with some great people and even greater someone. 😊 Not been this happy in a long while. 😁",twitter
367,False,-2.5222014999999995,45245,-1,55.998738909547804,GB,"Never felt so much love in my life, should have made pals with Kt months ago ❤️❤️❤️",twitter
12,False,0.21058950000000004,5,-1,51.560607684597755,GB,My #TeenChoice for #ChoiceSongGroup is @TheVampsband ❤️,twitter
2044,False,-0.252754,2671,-1,51.39781057661456,GB,"@DanielHampton That's right, don't miss me in my habit 😏",twitter
288,False,-0.252754,66839,0,51.39781057661456,GB,"@kf_ @Zenexeon @Cazah_ yh man zenexeon thats the one, i was fucking screaming, and yh typical fat cal man leaning for camo challenges",twitter
1508,False,-2.2334800000000006,46267,-1,53.456983702037085,GB,@ConranTickle nah it doesn't matter one got they're all fanatics but it's nice to have it on record,twitter
425,False,-1.13067,8435,-1,52.626293532909706,GB,@nirali_maru is she still alive 😂,twitter
300,False,-0.13035600000000003,9899,0,50.84034002985045,GB,@Defraaag @HG_Nolson LMAO,twitter
440,False,-2.955045,13463,1,56.47700935163645,GB,"can't believe it's the second of June already, feels like yesterday it was June the first",twitter
2405,False,-1.319187,2353,0,51.3960205470363,GB,@JACKfmBerkshire any chance you could retweet / help us promote our event? @WestBerksIN https://t.co/3CB4hvLpVd,twitter
366,False,-3.185842500000001,2645,-1,51.43588946141834,GB,SHOULD I PICK ANOTHER NAME,twitter
112,False,0.04491400000000001,17700,-1,51.51605982148212,GB,wallad https://t.co/OjAEHwmXj8,twitter
75,False,-1.9309830000000001,102,-1,52.297656565581015,GB,@elishabrookesx @harry266111 oh i remember but no one gets it 😭,twitter
1,False,-1.62,19213,0,54.98,GB,"temperature down 10°C -> 6°C
humidity up 71% -> 87%
wind 4kmh -> 6kmh",twitter
643,False,-1.1393599999999997,80968,0,53.51766460606289,GB,Oreo hoe😎 https://t.co/7JF0LvRLyZ,twitter
1065,False,-0.15940300000000002,113221,-1,51.54244893903978,GB,"11ty7 - We do not interact very much. Seeing your avi, I am, as of tonight, going to change that.",twitter
166,False,-0.8829510000000002,8900,-1,52.23888471672323,GB,@BadWilf who cares - why cant she played by a platypus or will the beavers kick off ??,twitter
1085,False,-5.6676009999999994,16336,-1,54.64768107500438,GB,Confirmed NLC to the NW just now.,twitter
190,False,0.1618535,4895,-1,51.479518714513524,GB,@Emarni_Oliver but most girls are bitter/sour as hell n don't think like this,twitter
1264,False,-1.2084370000000002,9206,-1,53.42500746506978,GB,I've watched too many series over this past few weeks,twitter
36,False,-0.17311500000000005,16764,-1,51.5248433429905,GB,@British_Airways thanks ! I got be compensation for the 16 hrs of delay today !,twitter
205,False,0.317777,3075,-1,51.48651958815168,GB,@RepulsiveCOD @Arkyyz nice bro wp boys,twitter
188,False,-0.42502549999999995,1166,1,53.84127387951994,GB,@SophUpson Might as well make you a bday cake covered in them💪,twitter
103,False,-1.0888550000000001,99,0,53.76697541224076,GB,💭,twitter
200,False,-0.33394250000000003,1327,-1,53.76584968269761,GB,@JoeBruza Joe blow,twitter
1866,False,-1.0669855000000004,7186,-1,50.81887558368253,GB,#WhenIWasYoung  you could buy 10 cigarettes for 10p.,twitter
111,False,-6.147911999999999,572,-1,54.412475812633964,GB,That really pissed me off🙄🙄,twitter
372,False,-5.928412999999999,515,-1,54.59591680133457,GB,@JoeyPappasMTV how long ago was car crash couples filmed? 😝,twitter
1493,False,-3.032089000000001,48213,0,53.84119157314604,GB,@KyleeGibsonN @LukeRobinsonn93 I am promise! Luke cheated on me with Abbie in the factory :'(,twitter
2488,False,-0.6419345000000002,33679,1,53.589899524748894,GB,"@_katieeeemh I wish you all happiness in the world my sweet pea, you'll get there.. Luv u always gal 👸🏼💞",twitter
267,False,-2.5520515,934,-1,53.52036147492184,GB,OMG SHUT THE FUCK UP,twitter
351,False,-2.0193015,2460,-1,52.60952590992789,GB,"Things I learned tonight. @Jo_Bell thinks I'm a groupie 😊, I have to give myself permission to share my poems and I don't 'get' prose poetry",twitter
188,False,-1.1290105000000001,2620,-1,51.525858677989454,GB,there is being fat and being fat like how u going to have two hundred Chins,twitter
2218,False,-2.1064074999999995,79966,1,52.59227235125538,GB,@lizzytbh @rlyxo LOOOL loser xx,twitter
1355,False,-0.16984600000000005,37967,-1,51.286357102878206,GB,".....But tell a lefty that your great-grandpa broke the mould and went into domestic service and you get: ""Oh! The poor thing.""",twitter
519,False,-4.200440999999999,21301,0,57.786631183916356,GB,Lovee the Kaiser Chiefs💖💖💖,twitter
911,False,-2.2334800000000006,10264,-1,53.456983702037085,GB,When you want sweeties and remember your girlfriend had a hypo in the American Candy Store yesterday. https://t.co/ndRET0NlHX,twitter
1394,False,-6.062353500000001,137125,0,54.51603989375694,GB,lmao https://t.co/ArIXV43liu,twitter
2457,False,-2.6772815,40653,0,51.63335610131152,GB,Danny Miller  https://t.co/oZsbAsx91z,twitter
297,False,-4.033673,47097,0,57.679587777150516,GB,@AHFODTourNews GLASGOWWW!🙌🏼,twitter
156,False,-1.3668674999999997,39821,-1,53.43301858470882,GB,am i intimidating ??,twitter
190,False,-2.982074,2417,1,53.05343201499378,GB,Bart baker unfollowed me GOOD!!!!,twitter
598,False,-0.2609154999999999,1386,0,51.34478318217043,GB,@Telegraph fantastic typo in your online article. Who knew Tutankhamen had a crystal knob ? https://t.co/JHM1lkPQB2,twitter
1137,True,-0.17311500000000005,21756,-1,51.5248433429905,GB,@vmagazine 💕 you guys.,twitter
425,False,-1.13067,8434,1,52.626293532909706,GB,@MahadoE written?,twitter
52,False,-2.2338195000000005,883,-1,53.32361549801847,GB,@TedWall4 He's doing a good job for Brexit though,twitter
650,False,-1.0669855000000004,100270,0,50.81887558368253,GB,Kaywinnet Lee/Kaylee Frye | Firefly https://t.co/f5eLGlqUL7,twitter
529,False,-0.148936,1335,-1,51.50009845259365,GB,Listened to She after being out for over a year and I applaud @doddleoddle for being so open a vulnerable to help us all. Thanks a bunch ❤️,twitter
186,False,-1.253726,38300,-1,52.37427738933978,GB,Not too bad https://t.co/WqSd6sAxFS,twitter
485,False,-0.252754,14424,-1,51.39781057661456,GB,"I have hope for these two, I hope it is worth it. I need happy, alive wlw...
#WynonnaEarp #Wayhaught
https://t.co/WobaAHLz2c",twitter
415,False,-3.312432,3743,1,51.59356948686316,GB,Today I made a life changing decision which truly brings on my next chapter...also the true definition of winging it https://t.co/lEZnFenp4L,twitter
342,False,-0.17311500000000005,5216,0,51.5248433429905,GB,I freaking love Steven Adams  https://t.co/vJ2vAkmZOr,twitter
151,False,0.511578,1730,1,52.227131081826634,GB,@retrospeedway @TWoffinden @Lakesidehammers @SkySpeedway  they do and it was great I could count them all in 20 seconds #MassiveCrowd 👌🏼,twitter
600,False,-0.148936,50629,1,51.50009845259365,GB,"Yooo i'm in a club in London and they just played @Tate_Kobang ""Bank Roll"" ....ITS LIT BALTIMORE STAND UP",twitter
1742,False,-0.4120220000000001,19536,0,51.37576552480028,GB,"chocolate factory tour, is this really what basic white girls expectations have come to  https://t.co/WARn0ZEmt8",twitter
197,False,-1.8526069999999997,1092,-1,50.74229888148258,GB,just want you back now😓,twitter
572,False,-0.060167500000000006,4307,1,51.54765285291366,GB,@oliviasalvadori where are you my friend when the moon is full?,twitter
759,False,-2.955045,43641,1,56.47700935163645,GB,@SleazyyB yeah been stuck in my head for days i love it,twitter
506,False,-2.9154269999999998,1915,-1,53.419914903420405,GB,@Efccol nope,twitter
375,False,-0.9820305,13037,-1,51.45255330711058,GB,@JamieBrad_ an idiot sandwich,twitter
788,False,-1.5538284999999998,3006,-1,54.53579056478005,GB,"@musicnews_shade This show was something else, cried all the way through 🙄",twitter
12407,False,-4.624916500000001,49180,1,55.46607469435491,GB,@brookeswarrior I love you so much too,twitter
440,False,-2.88519,47198,1,53.221241,GB,3 little penguins 🐧🐧💖 @ Chester Zoo https://t.co/wNuX9hASsT,twitter
817,False,-0.0350195,42285,1,51.51483911149297,GB,@NateSilver538 @sturgishigh take nothing for granted - still much work to be done #ImWithHer #HRC #CAPrimary,twitter
815,False,-3.6022575000000003,34123,1,56.01009007520037,GB,@Brianne_TV wow CONGRATS! Xx,twitter
535,False,-2.3495664999999994,16532,-1,53.47534904324797,GB,Just take the L and stop publicising your relationship  https://t.co/acg1TTDbUR,twitter
1828,False,-2.996768,8571,1,53.75779567001227,GB,"I like chicken with a shitty smell, that's why I love cluckin bell 😂😂 #Gta",twitter
1150,False,-1.4496120000000003,3622,0,53.38322877572023,GB,"@chris_kammy When you are passing through Yorkshire/sheffield be unbelievable I'd you could pop in and try our food, You are a true #Legend",twitter
4324,False,-1.8900305,20484,-1,53.72958161796917,GB,@savannahkellyx nah I'm good,twitter
3871,False,-0.11540599999999997,88097,0,51.46034516709653,GB,@loon_burger coolest thing is that there's a banana stand Easter Egg in Just Cause 3 on Xbox #gamer https://t.co/MHSF7SPGnj,twitter
408,False,-2.264325,5982,-1,53.79423712785474,GB,@d_embers but he's right. So many primadonnas in football and most of em are fucking useless! At all levels!,twitter
2099,False,-0.17311500000000005,41083,0,51.5248433429905,GB,نص مشاكلي اني اسكت ولا اتكلم والنص الثاني اني اذا تكلمت خربتها,twitter
1820,False,-0.252754,7451,-1,51.39781057661456,GB,@JManrara @joanneclifton @NormaJMusical aw hope u had a ball x,twitter
447,False,-2.26667,19228,-1,53.4833,GB,Waited a long time for this!!! #catfishandthebottlemen #theride @ City of Salford https://t.co/0hHU44ldbJ,twitter
93,False,0.13591599999999998,176,-1,52.20098398787838,GB,@adriannaleex @jofernihough haha naw there's a different. We're her children. You didnt listen and left jom early 😭😭😭,twitter
363,False,-0.34654949999999995,2836,-1,51.37667922182908,GB,Re-evaluating my life watching 'Seventy with a six pack' 🤔 #38withsaddlebags,twitter
1394,False,-3.2030084999999997,12850,1,55.943259273756,GB,@chrisdeerin @BlavatnikSchool Missed this. Many congratulations. Sounds great.,twitter
1424,False,-1.1140985000000003,16499,-1,52.98533808533774,GB,@Josh_Hughes21 Hey man if your interested I could help u make more coins by trading possibly double yours follow for dm if interested,twitter
2004,False,-1.4496120000000003,34084,1,53.38322877572023,GB,literally haven't moved out of bed in two days😪,twitter
1258,False,0.511578,4747,0,52.227131081826634,GB,@DeclanDavid_ @RappersSaid 😭😭😭😭,twitter
957,False,0.21058950000000004,15067,-1,51.560607684597755,GB,@pluckyfops Everyone had a killer time it seems - I was pretty down when I got back too :(,twitter
498,False,0.5426174999999999,3550,-1,51.30281455587757,GB,feel so shitty :((,twitter
1012,False,-4.2417515,71704,-1,55.85839558130999,GB,"@deadmike76 to tweet at court cases. It's barmy. I'll say it again, think of what great stuff you could achieve with that money",twitter
340,False,-2.58539,21702,0,51.45790063398809,GB,"@MBaron97 
لا لا مخطط صهيوني ذا",twitter
107,False,-0.17447233,2070,0,51.54221152,GB,"I'm at @Swiss_Cottage in Swiss Cottage, Greater London https://t.co/49Zahicv9d",twitter
625,False,-2.7621095,43181,-1,52.7152444640889,GB,Do you do any other meats? Don't like beef @shrewsweb,twitter
1962,False,-2.7751315,67012,-1,54.07111124598568,GB,@harrybenny10 @meganwildxxxx yes at least do it on other things like snapchat or tinder where he can't see xx,twitter
11,False,-3.542993,1029626,0,51.676323,GB,"22:51 BST: Temperature: 15.4°C, Wind: WNW, 1 mph (ave), 5 mph (gust), Humidity: 72%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, rising slowly",twitter
280,False,-0.4675694999999999,11759,-1,51.75228868262215,GB,That gazza chance 😩😩😩😩😩,twitter
55,False,0.7104932,2356,0,52.2429228,GB,"We're #hiring! Read about our latest #job opening here: Retail Advisor 16hrs, Bury St Edmunds - https://t.co/8bukyMVzgb #o2jobs #Retail",twitter
102,False,-0.13927727,702,0,51.51767338,GB,"What a day! #vsco #vscocam @ Zrce Beach, Isle of Pag, Croatia https://t.co/jFMAXzEvdt",twitter
504,False,-1.1722659999999996,114404,-1,52.969744440802685,GB,@LanaDawood i find it very hard to believe a manager will drop benzema just  because of his past performances for france,twitter
1373,False,0.026298999999999996,190720,-1,51.394368557245095,GB,"@mrsverypicky @Ca_Metzger Always happens when they're away, I find. *looks around in haste as OH in Brussels tonight*",twitter
358,False,0.21058950000000004,2513,1,51.560607684597755,GB,@DarrenHitching @danielcranmer @mewo2 a lovely full bodied lager will go well with wrestling,twitter
722,False,-0.2631405,34711,1,51.56521809122742,GB,Ppl I know are makin live music this summer is gonna be a wave,twitter
166,False,-0.5322144999999999,3368,-1,53.16914977088017,GB,@hannahwatson75 #freethenipple,twitter
388,False,0.010831499999999999,13325,-1,51.74180653495327,GB,@AlfGarnettTil what some people will do to make money,twitter
370,False,-2.58539,28201,1,51.45790063398809,GB,I can feel a headache brewing 🙇🏼,twitter
1374,False,-3.1404680000000003,8202,0,56.165077669777176,GB,"@JackDeeth @OwenJones84 @DavidJFHalliday @johnmcternann please, someone create a bot to do this",twitter
1429,False,-3.1286039999999997,18283,-1,51.64515665609943,GB,"@oona_lilly Oh, sexist now too? What did I say that was sexist? Can you manufacture some anti-semitism as well? You'd win Bingo",twitter
589,False,-2.9154269999999998,6950,-1,53.419914903420405,GB,How are these people close to dropping L BOMBS already.. It's been 3 days 🙉🙉🙉🙉🙉🙉,twitter
617,False,-2.4568145,7882,0,53.092125881429105,GB,@petersmullen @footballquizcup many congratulations Peter richly deserved.,twitter
471,False,-1.5654900000000003,4490,1,53.802038177843606,GB,"@jasdeepdegun Hey Jasdeep, have you found an instructor yet?",twitter
404,False,-1.385366,13788,1,54.89924650764616,GB,I want a bubble wrap dress #honeywidow,twitter
304,False,-1.9838624999999999,1035,0,53.729485335569485,GB,EGO. Alan at Rochdale B and Q like me doesn't get colds and puts it down to porridge and honey for breakfast. ( I add berries),twitter
138,False,-2.955045,2645,-1,56.47700935163645,GB,have no idea how I feel about anything anymore 😒,twitter
368,False,-0.19095149999999997,4635,-1,51.90230713909839,GB,Yes😂 https://t.co/67pBVus0Hx,twitter
61,False,-0.017990000000000003,10827,-1,51.45412060423482,GB,😂😂😂😂 #ScandalFinale,twitter
111,False,-1.3614802,3181,-1,50.8959087,GB,@WritingSupplier @NeilBancs  let t https://t.co/aiHcdCzHuF kmow whr u have thays wrong,twitter
1866,False,-1.2074825000000002,44066,1,53.9394953936082,GB,@eddiemarsan Happy Anniversary. Coming up to my 19th.,twitter
389,False,-1.1722659999999996,37511,-1,52.969744440802685,GB,"Fml, nothing to do, so bored 😭",twitter
439,False,-1.5186515,34085,0,52.41195046288927,GB,@BBCMOTD Northern Ireland are unbeaten in 11 does that mean they'll win the World Cup too? Bullshit journalism,twitter
795,False,-0.19172299999999998,12943,-1,50.83958338001748,GB,Lol lol lol lol too much lol too much laughter lol lol too much,twitter
962,False,-0.09291050000000002,5205,0,51.51448212166734,GB,"@JRTomlinAuthor In English law ""defamation"" is the general terms, slander is for spoken stuff, libel for published stuff. Not my area of law",twitter
580,False,-0.44236099999999995,9950,1,51.53707969560851,GB,"@brilee84 @j22met22 ha ha , i'm a binge watcher too, just started on one call Containment ,  blasted out 7 episodes in 2 days :) x",twitter
107,False,-0.12771606,2071,1,51.50724666,GB,"I'm at London - @visitlondon in London, Greater London https://t.co/gd2TM8zVfc",twitter
106,False,-6.344167999999998,4469,-1,54.17514165621084,GB,"@1TeaminIreland @CelticBot Typical self centred Keane.What he said, should be for dressing room.RK it's always about him,to hell with morale",twitter
712,False,-1.5186515,11821,-1,52.41195046288927,GB,"@HillaryMonahan Don't make me send @falconesse around to collect. I'LL DO IT, MONAHAN.",twitter
118,False,-0.17311500000000005,265,-1,51.5248433429905,GB,@Casemirazo jordi alba y bellerin... Sigue intentandolo. Cada vez me das mas la razon; ni puta idea de futbol😂😂,twitter
2163,False,-3.2030084999999997,105219,-1,55.943259273756,GB,@JuddysGalMcphee not much really hun wat about you xxxxx,twitter
1424,False,-1.1140985000000003,16507,-1,52.98533808533774,GB,@Moonbyungwoo284 Hey man if your interested I could help u make more coins by trading possibly double yours follow for dm if interested,twitter
1820,False,-0.252754,7452,1,51.39781057661456,GB,so proud of my queen @joanneclifton for her hard work tonight hope these beauts had fun @keviclifton @karen_hauer @JManrara @AljazSkorjanec,twitter
2933,False,-4.052469500000001,26415,1,51.08260421545904,GB,@ao I normally do an ironing marathon twice a week whilst watching the soaps in the evening :),twitter
517,False,-1.5538284999999998,1622,1,54.53579056478005,GB,"@dead_end_old yo, enjoy the YouTube vids man. You do a podcast or anything? All great stuff man",twitter
549,False,-2.1540125,13857,-1,53.01941871958767,GB,VS underwear looks like the cheap chinese underwear u get off ebay for £3 looool,twitter
565,False,0.13187,3296,-1,51.443859852313665,GB,And so we're back here *sharpens blades* https://t.co/HkjcfcdlD9,twitter
1054,False,-3.2030084999999997,4778,-1,55.943259273756,GB,@___LD____ there she is!! Been a while Deano..a little too long. We need a conference call catch up 😉,twitter
209,False,-2.2017729999999998,753,-1,57.188779263340585,GB,"Slipping up, this is only the 2nd tweet today 😮😮😮",twitter
339,False,-3.0044560000000007,15882,0,53.469862766255794,GB,⏰😖 https://t.co/chQEK8MWq2,twitter
646,False,-1.7348125,5182,1,54.40535128356525,GB,Footballs coming home,twitter
277,False,-7.312944999999999,9694,-1,55.00619740232842,GB,@Seanofthesouth @chrisadonnelly David ford only wanted to remember British soliders killed during the easter rising,twitter
46,False,-2.3926225,4782,1,51.534853100877825,GB,@BlindspotRoom ah great can't wait for season 2 I just love show,twitter
297,False,-1.6453615,4803,-1,54.9920651180037,GB,@MollyEmmott_x I'm a big whitey victim like 🙄,twitter
616,False,-1.7874955000000006,35744,0,52.44725408864302,GB,@fendogg_ enit.,twitter
606,False,-3.1798,735,-1,51.49704302186007,GB,"I've got ""no new makeup disease"". I don't need anything at all. So today I went to Boots to visit the makeup 💝💄",twitter
984,False,0.36056350000000004,15120,0,51.461926023441826,GB,Tell em!! https://t.co/aKGKeWNrJE,twitter
83,False,-6.81351,5175,-1,54.675050861728614,GB,@Longyman @JoshHenry23 @Mattheprofane I see you still cannot respond to this video i showed you https://t.co/q4owqOVbOs,twitter
345,False,-2.8821154999999994,7178,1,53.83870413358168,GB,This look back at Euro 96 is getting me very excited for the Euros,twitter
2122,False,-0.6419345000000002,21009,1,53.589899524748894,GB,The time I want to sleep the baby up stairs starts crying. GREAT,twitter
830,False,-4.2417515,66166,0,55.85839558130999,GB,امس خيرو التمساح اذا يطيح من برج خليفه او يذبح امه وهي راقده😂😂😂😳توبه ربي,twitter
1082,False,0.013442499999999996,383,0,52.80774725109728,GB,"@GTK_Essentials #BISS submission 😁🍀🙏🏼
A bottle-feeding mother sees a breastfeeding mother and smiles... https://t.co/0lHo1HRxqX",twitter
282,False,-2.9154269999999998,2085,0,53.419914903420405,GB,@Donforester Many established 1st generation immigrants want to restrict immigration. Many 2nd generation eg Irish more welcoming,twitter
522,False,-2.1270404999999997,51425,1,57.1605717487859,GB,adventure of a lifetime starts tomorrow and I'm in the worst mood ever 😓,twitter
523,False,1.1290525,14340,0,51.36215995446763,GB,@Bailzy6 https://t.co/jWXIQZ0OZF,twitter
126,False,-4.2417515,48055,0,55.85839558130999,GB,تو عاد من يفهم عقلي اني لو تحركت محد بيموت 🙂,twitter
290,False,-1.458029,6809,-1,55.02801629516445,GB,If the shoe fits you better lace that bitchhhh up hunny 💅🏽😘 https://t.co/ZxJRAaCBw5,twitter
301,False,-4.2219125,2913,-1,57.47197179293184,GB,"@DrtyHippiePanda Oh I'm pretty sure I can raise you up one
https://t.co/c7wUhcExZ5",twitter
265,False,-4.2417515,2695,0,55.85839558130999,GB,Everyone looks lovely going to prom only 15 days till ours✨💖,twitter
395,False,-0.09291050000000002,3255,1,51.51448212166734,GB,@kitkatster13 or get follwed back!,twitter
125,False,-0.15940300000000002,34127,0,51.54244893903978,GB,@chlogll @PauDybala_JR <3,twitter
50,False,-2.9451295000000006,1045,0,51.34680651501751,GB,🌙☄,twitter
1970,False,0.026298999999999996,48962,-1,51.394368557245095,GB,@Mauro_Gonzlez @xime_caprile @RojoEdwards ella no ha cerrado ningun medio q yo sepa.Pinochet si la revista Hoy Analisis etc.,twitter
1578,False,-0.6373869999999999,4543,0,52.59533862360877,GB,I ❤ #Rutland Open Studios : such fantastic opp to see original art & talk to the artists themselves https://t.co/3lUOut7hcq,twitter
122,False,-1.7668200000000003,798,1,53.81595415863419,GB,@erfon @thecultcast @Georgia_Dow Cool.  A mention on your show would make my day :-),twitter
315,False,-5.116401499999999,5463,1,56.80771669844094,GB,fucked all my exams xxx,twitter
990,False,-1.3743524999999999,99761,-1,50.97366911983044,GB,@Robinstanford @WengerBoy1 Agree it should not be Ramsey but who knows. Spoiler for choice,twitter
338,False,-2.59314023,14577,0,51.45605182,GB,Bristol man who survived Birmingham pub bombings welcomes inquest https://t.co/Dmn91bxMU4 #Bristol,twitter
1444,True,-1.3255455000000005,15032,1,51.06424442981939,GB,"@JudeyWudey Thanks lovely - very difficult when you care so much about what you've written, and want to share it!",twitter
167,False,0.026298999999999996,988,-1,51.394368557245095,GB,Whoops... There goes my #achilles,twitter
525,False,-2.473425,9833,-1,53.38203443966408,GB,"""Mum, that's Miss GB"".... ""HER 😧... Nobody enters these competitions tho do they?"" 😳 Brutal. Gwarn mum 😂😂.. @LoveIsland",twitter
426,False,-3.0394275000000004,1627,1,53.362740272167414,GB,Can't wait to go to Wembley to watch LFC v Barca✌🏻️,twitter
2045,False,-0.252754,20032,-1,51.39781057661456,GB,Daniel deals with shit 🙈 cringing at Love island 😂 can see this one being a good one though.,twitter
458,False,-0.4675694999999999,6420,-1,51.75228868262215,GB,and whys Olivia being so annoying shut up,twitter
641,False,-0.09263300000000001,96582,1,51.35895133231162,GB,if I get a 2.2 in my Engineering degree I will be okay right?,twitter
172,False,-2.2334800000000006,587,-1,53.456983702037085,GB,@eatcleanmeals Hey ;),twitter
109,False,-2.104833,329,1,52.80416803941673,GB,@SyndicateOG I defiantly want one of these I love the gold lion 😍,twitter
754,False,-0.6840599999999999,4727,-1,52.48637995245303,GB,Dont know if the thought of moving away in september is exciting or scaring me🤔,twitter
2019,False,-4.9798935,51361,-1,51.80108326261314,GB,@PupSyler Adorable pup xx id maybe have you beg more or be a bad hooman & shower you in treats! x,twitter
1186,False,0.026298999999999996,4372,-1,51.394368557245095,GB,@AFCWimbledon are on fire...promoted to league 1 https://t.co/oCtuR6sTJg via @YouTube,twitter
57,False,-1.2920579999999997,6693,0,52.7684076935764,GB,"So far rumours include a predominantly glass design, something like the #iPhone 4. Including dual-curve screen like Galaxy S7. #Apple",twitter
482,False,-2.537534,1293,-1,51.7584379769822,GB,Didn't @ucas_online Used to have a .ac.uk web domain? Only .com seems to work now https://t.co/R15nDCdDL3,twitter
413,True,-4.2417515,11819,1,55.85839558130999,GB,@CJMcFadden Can't beat a hiking trip with a banana guard.,twitter
521,False,-2.7602795,9431,1,53.62696614500941,GB,@JAWChaos thanks John looking forward to it,twitter
3443,False,-3.90027778,15248,1,50.27972222,GB,Toby on the #beach. Look out for Hugh's new #shortstory 'On The Beach'. @ Burgh Island https://t.co/erLHwjdR0k,twitter
912,False,-0.252754,13195,1,51.39781057661456,GB,@drivelcast Spooky....   I will try to provide pictures next time :-),twitter
188,False,-1.21552836,379,1,54.67837877,GB,"You can achieve whatever you set your heart on! 

Health fitness and the body you have always… https://t.co/sWf3U7GJsT",twitter
647,False,-0.8829510000000002,7677,0,52.23888471672323,GB,🤔🤔🤔 @LoveIsland,twitter
4789,False,-1.2074825000000002,250,0,53.9394953936082,GB,"For information, hotels, b&b's and self catering accommodation in York please see our guide https://t.co/5Y1pb5o0MK https://t.co/298WSMxlp5",twitter
800,False,-0.21610800000000002,48416,-1,51.49839328713241,GB,"@teejuana_ bwoyyyy, I really duno who's asking me these questions una",twitter
2178,False,-4.142929999999999,25701,-1,50.40223082859258,GB,@4ndrewJames @timntweet @joefattorini @christinalarss @ChampagneDevaux He's on fire 😂😂😂,twitter
