author.properties.friends,author.properties.status_count,author.properties.verified,content.body,location.country,properties.platform,properties.sentiment,location.latitude,location.longitude
406,1931,False,Looooool nah I find everything funny,GB,twitter,-1,51.45412060423482,-0.017990000000000003
250,37258,False,@PrinceTozaki lol idk if thats a good thing or a bad one,GB,twitter,-1,52.916607589459744,-2.2981339999999997
392,1351,False,@blissett_x that shit was taken off at 16:57 today ✋🏼✋🏼 u know i know my times,GB,twitter,-1,51.560607684597755,0.21058950000000004
1855,4508,False,@tashawhite01 @lauren_davisonx @SeppiSpaghetti it's not even a plot twist anymore it's everytime Lauren opens her mouth,GB,twitter,0,54.9920651180037,-1.6453615
410,44428,False,@LivingStreetsEd @Edinburgh_CC just what the tour coaches needed,GB,twitter,1,56.966307688482274,-2.219349
144,11769,False,mans even bought new clobber and im still int dumps how poo,GB,twitter,-1,53.54347057254045,-2.6532380000000004
210,3545,False,😂😂 https://t.co/61qxIBKIWb,GB,twitter,0,52.91556110309076,-1.4707784999999998
313,1208,False,@MeliaRobert happy birthday boyfriend stealer X haha 👌🏻😉 :L lol !,GB,twitter,1,53.728535988425826,-2.4837504999999998
551,31256,False,@MichaelCox3792 Not if he is not Fit,GB,twitter,-1,50.40223082859258,-4.142929999999999
558,27774,False,"'Get away from me with your jazzy shirts, just wear something plain for once in your life' - @_Shannenn_",GB,twitter,0,50.151928876550045,-5.0740479999999994
548,20237,False,나 중국어 넘 열심히 함 <-미친자…,GB,twitter,0,53.94528548392478,-1.0488515
238,4257,False,Can't believe I've actually finished uni,GB,twitter,0,53.419914903420405,-2.9154269999999998
370,14137,False,Oh no! What will I do? https://t.co/buGT4K2xbu,GB,twitter,-1,53.33373983363341,-2.664049
195,2645,False,@SoccerSix #SoccerSixNashGrier 🙏🏼🙏🏼🙋🏼🙋🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼🙋🏼🙋🏼🙋🏼❤️❤️⚽️⚽️⚽️⚽️⚽️😰😰😰😰,GB,twitter,0,51.394368557245095,0.026298999999999996
194,62337,False,Found this great venue 'The Happy Chef Chinese' in Seaford find out more @ https://t.co/m6sPrwSGDp #tnc #areacode,GB,twitter,1,50.7760117,0.0933185
521,8189,False,"@Ciocia How so?

What is so unnecessary about wishing to protect your culture and ideal?",GB,twitter,1,57.1605717487859,-2.1270404999999997
1379,102266,False,When the man kill them off they will know  https://t.co/MWdmZKuk14,GB,twitter,-1,51.46034516709653,-0.11540599999999997
410,341,False,tbh not motivated to do college work now im on my way to getting an apprenticeship... need to get it done tho,GB,twitter,-1,52.227131081826634,0.511578
1819,7176,False,rather be told 🤔,GB,twitter,-1,53.42500746506978,-1.2084370000000002
1908,41371,False,"@KateWilliamsme ""If you even think of laughing at screenshots of me presenting this programme, you'll get this!"" https://t.co/vHou7dvpBG",GB,twitter,0,52.227131081826634,0.511578
453,52677,False,😂😂😂😂😂😂 this is my mindset still  https://t.co/6rHUwCZTUC,GB,twitter,0,51.45412060423482,-0.017990000000000003
1229,18630,False,Nanite @miems_36935 @JenaC2 @JeanetteEliz @pintsize73 @JanSmithNL  sweet dreams lovelies x,GB,twitter,0,52.969744440802685,-1.1722659999999996
1305,104941,False,"@TeegsNSar wrong, 1977! I saw it at the cinema when it first came out",GB,twitter,-1,51.51290308733172,0.28836449999999997
75,100,False,"@harry266111 look my IQ is higher than Elishas, that's all that matters",GB,twitter,-1,52.297656565581015,-1.9309830000000001
530,5604,False,@WingsScotland damn they don't have it in my size,GB,twitter,-1,55.943259273756,-3.2030084999999997
1339,138694,False,Sweet angel X https://t.co/vcPjYgxbF8,GB,twitter,0,53.456983702037085,-2.2334800000000006
801,6714,False,"Hayır... Sadece, rütbesi düşecek.. Legally  https://t.co/BvRpa5RFmP",GB,twitter,0,51.49839328713241,-0.21610800000000002
27,1711,False,"@Jack_Septic_Eye I'm in Ireland, can we meet? ❤️✌🏻️",GB,twitter,-1,55.2022056089392,-6.250704000000001
1383,29720,False,Follow my band? @MONTROZEBAND https://t.co/PFRt8X5U3y,GB,twitter,-1,51.45790063398809,-2.58539
4947,42267,False,"🚁🚁🚁
Belfast at night",GB,twitter,1,54.59591680133457,-5.928412999999999
746,4276,False,Different gear of an evening with the @Manics and @FAWales on a school night #TogetherStronger,GB,twitter,0,51.49704302186007,-3.1798
2457,106588,False,@ximplychizzy 😂😂😂 I don't understand them anymore,GB,twitter,-1,52.49405270288055,-1.8906405
200,2622,False,@chl0williams__ @JoeWallerMusic @OllieWadeMusic yeah he smashed it!,GB,twitter,1,51.61191284168327,-0.2108945
623,7329,False,"Would LOVE to go to the ballet, so beautiful",GB,twitter,0,52.583285350952416,-0.265658
770,45659,False,"@SovereignAnnie @BraidenHT Much worse, she may not be fully plotting against Corbyn. He's a nasty piece of work.",GB,twitter,-1,55.85839558130999,-4.2417515
428,2910,False,https://t.co/NTIrlGjN7S heading here in July. On my camino de inglaes. Beautiful city.,GB,twitter,0,53.104939385105986,-0.18403999999999998
223,11771,False,Dress decisions for summer ball,GB,twitter,-1,51.42715315764938,-0.5480965
1087,5339,False,@SyanFennec @Raven_Luni @FaronFox is this who think it is,GB,twitter,-1,55.61185560072989,-4.496779500000001
872,2481,False,Huge happy birthday my lovely! I hope you have the most fabulous day ever ! Love you tons 💕💕💕 !! @JJessieMay https://t.co/kAOOzZSPxa,GB,twitter,0,51.49704302186007,-3.1798
1877,7159,False,hate u,GB,twitter,-1,55.888357164286205,-4.8915935
87,79556,False,"Average Wind: N/A mph --- Force N/A. 
Barometer: 1015.4 mb, Falling slowly. 
Temperature: 12.7C. 
Rain Today: 0.0 mm. 
#kent #weather",GB,twitter,0,51.21777778,1.40388889
167,826,False,I'm sorry I missed this. Great storify.! https://t.co/9cJ4mO8rf1,GB,twitter,0,51.5248433429905,-0.17311500000000005
701,24434,False,@ToriCameron6 I'm craving one so you should get one,GB,twitter,-1,55.133325437098804,-6.662939999999999
198,32613,False,have u ever had a pet? If not what pet did you wish you had?,GB,twitter,-1,51.56521809122742,-0.2631405
445,6492,False,When bae starts touching your leg mid Netflix and chill X https://t.co/RLDQZoWhFf,GB,twitter,0,51.51483911149297,-0.0350195
392,31561,False,"#TJRSummerFun4June Day 1
Birthday theme for Kelley @Glambert_san 
Blonde hair & lipgloss & killer eyeliner
💋💋💋💄💋💋💋💄 https://t.co/tVZK7oXGQt",GB,twitter,0,52.49405270288055,-1.8906405
505,17713,False,@zRptl prob watching porn,GB,twitter,-1,52.49405270288055,-1.8906405
844,4943,False,1 year with Jessica :)))))))),GB,twitter,1,55.91088316660992,-4.425149500000002
323,26526,False,@TheJeffOn45 Not really! I've got almost everything I need digitally! Though are a few things I'm still looking for!,GB,twitter,1,55.85839558130999,-4.2417515
477,7012,False,@leebullockXOXO @alexander_olly that's what doctors and midwives say the first 12 weeks are you gotta be careful stage of pregnancy xx,GB,twitter,-1,50.921354828148374,-1.3964669999999997
375,1685,False,The view though. Finally on track 👌🏽🤕 https://t.co/627XmwPB13,GB,twitter,1,51.525333,-0.136054
462,1113,False,Today has literally been one of the worst days of my life. I be glad if I go to sleep tonight and wake up in future fucking year.,GB,twitter,-1,50.88229482721381,-1.0286495
474,712,False,Everything I tweet it either a joke or sarcasm it's not that deep,GB,twitter,-1,51.12773719364318,-0.18683250000000007
845,23624,False,@lukesminnie NO😭😭😭😭,GB,twitter,0,53.08999325989027,-1.2516219999999998
521,8183,False,"@Ciocia These are not strictly on an individual basis, we see it throughout society.",GB,twitter,-1,57.50503183042213,-1.7952475
681,78459,False,@ph_ramz different standards of females becoming even clearer nowadays,GB,twitter,0,51.45412060423482,-0.017990000000000003
2062,11827,False,hate going to sleep in a shit mood :(,GB,twitter,-1,55.1801606354945,-1.5702060000000002
320,89389,False,Had a mint night <3,GB,twitter,1,54.53579056478005,-1.5538284999999998
525,11645,False,Are you not appreciating being alive?? @laurajones90 https://t.co/6MyKtqXcdG,GB,twitter,-1,51.644318675742966,-3.9457349999999987
3171,25480,False,Dream Match  @NatbyNature vs @SarayaKnight https://t.co/aOvItHpqff,GB,twitter,0,51.44054535039476,-0.3069960000000001
1843,36381,False,@franhanslip2 happy birthday!xxx,GB,twitter,1,53.75172380053243,-2.378431999999999
1536,77239,False,@MLB @vine @DanAbbott_BC,GB,twitter,0,52.626293532909706,-1.13067
195,2632,False,@SoccerSix #SoccerSixNashGrier 🙋🏼🙋🏼🙋🏼🙋🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙋🏼🙋🏼🙋🏼🙋🏼⚽️⚽️❤️❤️❤️nassshhhh,GB,twitter,0,51.394368557245095,0.026298999999999996
522,13713,False,So glad Harrys booked these two days off👫💗,GB,twitter,1,51.48651958815168,0.317777
779,23551,False,"@breakpointsaved @Nole1989 snap. And I'm not going to judge someone too harshly if they got an ""easier"" draw.",GB,twitter,-1,55.89884523424009,-3.524390499999999
11,1029694,False,"00:18 BST: Temperature: 13.6°C, Wind: WNW, 0 mph (ave), 5 mph (gust), Humidity: 78%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl",GB,twitter,0,51.676323,-3.542993
273,317,False,@Caitlinroxby Ahahaha sorry xo,GB,twitter,0,53.728535988425826,-2.4837504999999998
1299,27992,False,@beholdcosmicwav @BBCNews https://t.co/vo4CrD9eC1,GB,twitter,0,57.52177711,-2.008225
8859,110623,False,'David Cameron's 'fantastically corrupt' gaffe mocked by Afghan delegation at Anti-Corruption Summit' https://t.co/m2UElwVdYA,GB,twitter,0,56.47700935163645,-2.955045
667,8157,False,have a immature habit of finding someone with 100/200 more followers than me on insta and not being satisfied until I have more than them 😅,GB,twitter,-1,50.45354542456807,-4.4711134999999995
288,66830,False,@Reapz__ sort your ego out asap sohail,GB,twitter,-1,51.39781057661456,-0.252754
166,2101,False,😍😍😍 https://t.co/XhhWwPg8ek,GB,twitter,0,56.06043978261314,-3.6042684999999985
343,10531,False,Zendaya is toooo pretty,GB,twitter,-1,52.297656565581015,-1.9309830000000001
547,16426,False,Echo = emotional the joy & beauty of Elephants combined with their death fm drought & poaching. Meat ind = drought x https://t.co/yvLqYXjIp4,GB,twitter,0,51.490020924854,-0.08816100000000003
94262,168712,False,"As requested, Tour Scotland Blog video of sheep by the single track road on ancestry visit to Highland Perthshire https://t.co/vlgFSVJ5OU",GB,twitter,0,57.1605717487859,-2.1270404999999997
776,83996,False,Tmp 9.7°C Wind 15mph Press 1021.8mb Cloud 439 ft Rain 0.0mm Humidity 93% Fine weather #UKWeather,GB,twitter,0,51.33222222,-0.55777778
528,21037,False,"@parkayquart omg no I wasn't, it is 100% happening. I'M JUST BEING MENTAL omg help. I don't know how to boy¿???",GB,twitter,-1,51.479518714513524,0.1618535
155,30397,False,ขอให้ข้าพเจ้าได้เอ็นจอยซัมเมอร์บ้างเห้อะะะ,GB,twitter,0,51.5248433429905,-0.17311500000000005
272,8943,False,"@niveasoares Ah que Deus colocar no seu coracao! Todos os seus louvores sao perfeitos, impossivel escolher so um.",GB,twitter,0,57.786631183916356,-4.200440999999999
686,5111,False,Euro 96 was extra special as tournament was staged in England. Absolute Travesty we haven't seen a tournament since #Euro96 #Euro2016,GB,twitter,0,52.596269175799506,-2.2009844999999997
562,36784,False,@Himalkichori that was when I was in college,GB,twitter,-1,51.54765285291366,-0.060167500000000006
2911,9835,False,@pr83 Haha no :) PC version already had better graphics than the consoles so how much more HD is it going to look is my question I suppose x,GB,twitter,0,51.02295143263842,-3.9271189999999994
1105,5292,False,#My5WordAmerica Land of the free loaders,GB,twitter,-1,57.786631183916356,-4.200440999999999
48,4587,False,"Some birthday ideas here! @kellymac108 @EzeMackenzie @taliamackenziex or just take me ""shopping"" @Craft_Beer_Shop  https://t.co/HF63FVpkyb",GB,twitter,0,51.526173688843706,0.44530100000000017
172,14098,False,@ADayToReBenber  remember watching this allllllllllll the time?  https://t.co/NEES8aeHGF,GB,twitter,-1,53.966222428737346,-1.0853244999999998
455,10549,False,Watching @CaseyNeistat while I wait for a deploy https://t.co/Mbv1ouodj9,GB,twitter,-1,54.17514165621084,-6.344167999999998
301,6085,False,People that call me fat make me laugh ... i know im a big girl u can shut up and pass me another burger ...,GB,twitter,-1,51.53707969560851,-0.44236099999999995
556,4081,False,The new strawberry cheesecake mcflurry is amazing😋,GB,twitter,1,55.00619740232842,-7.312944999999999
111,16740,False,I'm at The Road of Glebe https://t.co/4sJb3KyyXb,GB,twitter,0,51.40946691,0.01607928
163,118698,False,@aidanskinner @MrKenShabby Aye ya ken etc.,GB,twitter,0,50.83640134,-0.77816969
822,5925,False,Canny wait https://t.co/kE46i48Mc3,GB,twitter,1,52.80416803941673,-2.104833
415,6650,False,Do I watch this programme about being on the dole or is it going to frustrate me beyond belief,GB,twitter,-1,53.104939385105986,-0.18403999999999998
485,2551,False,@_MajdAlS_ ✋🏻❤️,GB,twitter,0,51.515436,-0.156958
180,3592,False,"Whatever, forever.",GB,twitter,-1,51.42715315764938,-0.5480965
295,5419,False,Off tae ma kip as theres nowt to stay up for!,GB,twitter,1,55.596990127930894,-4.456689999999999
82,5174,False,"Just posted a photo @ Newman Hall, University Catholic Chaplaincy,… https://t.co/y80vgt2zeQ",GB,twitter,0,51.49097,-3.18546
942,3846,False,@Brew_Buddies lovely,GB,twitter,1,51.44023795652285,0.20662899999999995
138,3639,False,Just sent the most cringe af text to Lucy and I know she'll text back telling me to stfu 😂😂😭,GB,twitter,0,51.26214695188809,-2.9870915
29,14718,False,🚶🏻,GB,twitter,0,51.5248433429905,-0.17311500000000005
190,72649,False,@Pankajcsk https://t.co/jbpyDudi5j,GB,twitter,0,51.58500991494593,0.07886299999999999
545,4378,False,@amesssx and my hand on Olivia's Arse .. #pest,GB,twitter,1,54.04781511003401,-2.8563455
122,58321,False,"Local Weather @ 01:00:03 02/06/2016
Temp 9.6 ºC Current Wind/Gust 2.6 - 20.8 mph Wind:NNW
Rainfall today 0.0 Baro:1022.00 & Falling",GB,twitter,0,52.25138889,0.10166667
934,110,False,That shower was the best omg,GB,twitter,1,53.38322877572023,-1.4496120000000003
243,22676,False,summer-winter are the worst times because spiders are on top form,GB,twitter,-1,51.853102906308365,-2.2294175
206,3077,False,@RepulsiveCOD lol was it a 1nd,GB,twitter,-1,51.48651958815168,0.317777
1323,14296,False,@Katie_Newton_ @arccticfoxx wow that's when I didn't despise her,GB,twitter,-1,53.60940388839056,-2.153001
872,43514,False,"Wind 13.0 mph NNW
Barometer 1019.24 mb Steady
Temperature 11.6 C
Rain today 0.0 mm
Humidity 97% 
#Clacton #Weather
https://t.co/IpdjZhCR0v",GB,twitter,0,51.81361111,1.16888889
994,73326,False,"Wind 7.6 mph N
Barometer 1019.8 mb,Falling slowly 
Temperature 12.0 .C 
Rain today 0.0 mm 
Humidity 99%
@ 01:00:05.#ukweather.#weather",GB,twitter,0,51.87472222,0.98694444
1,30879,False,Just like being a victim of extreme violence/nazis/years of psychological emotional torture/abuse etc -victim generally knows more than them,GB,twitter,0,51.75228868262215,-0.4675694999999999
1137,21793,True,@oryazm YASSS PLEASE,GB,twitter,1,51.49839328713241,-0.21610800000000002
201,4071,False,Everything builds up and eventually you'll just crack,GB,twitter,-1,51.888713732289546,0.8988910000000001
934,51981,False,"@almurray Only if you get time, I just thought you might be interested. ;o)",GB,twitter,-1,57.786631183916356,-4.200440999999999
675,32312,False,Can we all just agree @ChrissyCostanza is insanely talented,GB,twitter,0,51.465826602329074,-2.492508
706,17046,False,"@the_twelfthday haha legend! It does have educational elements, enough to keep the brain ticking over 😊",GB,twitter,0,57.786631183916356,-4.200440999999999
217,1684,False,They're no opening r&b... Is this fucking jokes....,GB,twitter,-1,55.943259273756,-3.2030084999999997
484,31675,False,First you delete the data and then you replace the data with data that attempts to describe the meaning of the original data to a machine,GB,twitter,-1,51.50009845259365,-0.148936
2918,12160,False,One of the hundred olive tree's I've sponsored. https://t.co/fPGdfYb3Vz,GB,twitter,0,51.50379309930915,-0.18919
289,5143,False,"My childhood, a school disco wasn't complete without this one  https://t.co/Qw4vt4vPH8",GB,twitter,-1,57.786631183916356,-4.200440999999999
521,8197,False,"@Ciocia For example, in the UK its perfectly acceptable to talk to strangers on the bus but in Denmark its taboo.

Culture is big and small",GB,twitter,-1,57.50503183042213,-1.7952475
2457,40675,False,yeah😂 https://t.co/RRMr5V0AnR,GB,twitter,-1,51.63335610131152,-2.6772815
88,65,False,Part of me still wants you but I've got so far it would be painful to go back. 🙄,GB,twitter,-1,51.80044880094318,1.155431
837,25254,False,I can't wait to sesh on,GB,twitter,1,53.469862766255794,-3.0044560000000007
22,40,False,Saturday🙌 https://t.co/C9dP4JA1dy,GB,twitter,-1,51.443859852313665,0.13187
1090,47800,False,@storytellinnick This is where I live. Welcome to my world.,GB,twitter,-1,53.802038177843606,-1.5654900000000003
1634,7186,False,@kaz7289 Thanks dude.,GB,twitter,-1,51.560607684597755,0.21058950000000004
277,31447,False,@TheRealWNHG yass,GB,twitter,1,51.59585202771581,-0.3370625
883,3937,False,@Keggle Mine can decorate and he's good at making stuff and putting things together. Horrible at tidying up #typicalman,GB,twitter,-1,53.76584968269761,-0.33394250000000003
105,320,False,The most and only perfect human being to exist on planet earth…Andy Biersack everybody… https://t.co/Pp77jYSMHA,GB,twitter,0,54.89924650764616,-1.385366
3517,66916,False,Anxiety is a cunt.,GB,twitter,-1,53.43301858470882,-1.3668674999999997
3175,25483,False,The Beautiful Super Sexy @SoCalValerie https://t.co/nEE8z9peQt,GB,twitter,0,51.44054535039476,-0.3069960000000001
1065,113229,False,@shinyshani I am sworn to secrecy I am afraid.,GB,twitter,-1,51.54244893903978,-0.15940300000000002
520,1158,False,@jacobnorris1927 happy birthday pal x,GB,twitter,1,51.777178542361,-3.2126029999999997
285,3659,False,Even my boy noticed I ain't been myself this week 😓,GB,twitter,-1,51.35895133231162,-0.09263300000000001
677,14775,False,@TheTideLevi *PLEASE ANSWER* what made you pick me for the question? Sorry for askin if yould date a fan😂😂 https://t.co/oVyJXfunXe,GB,twitter,0,52.98533808533774,-1.1140985000000003
288,66844,False,paynos quit more times than kanes had hot dinners,GB,twitter,0,51.39781057661456,-0.252754
456,1395,False,( ͡° ͜ʖ ͡°) loves George,GB,twitter,1,52.530541925714566,-2.2038685000000005
1412,1295,False,@thebubsociety You're too kind!!! Thanks 😃😃,GB,twitter,1,53.51766460606289,-1.1393599999999997
1129,69193,False,"im literally leaving for leicester in less than 8 hours and somehow i need to finish packing, shower, sleep and get ready in those hours",GB,twitter,1,50.81887558368253,-1.0669855000000004
384,21760,False,goood night from UK 🇬🇧,GB,twitter,1,51.51483911149297,-0.0350195
1948,2429,False,@RobbyMcCrorie1 I am a big fan could I get a retweet please 👌,GB,twitter,-1,55.977181887158565,-4.0520369999999994
500,19399,False,Why do I keep taking photos with my hand there omg I've just realised,GB,twitter,-1,51.39007140862319,-0.27846400000000004
955,13019,False,"@BenchSue What a feckir, if you get me drift...",GB,twitter,-1,51.45790063398809,-2.58539
2458,40691,False,YESSS https://t.co/O4HTuMVS3L,GB,twitter,0,51.63335610131152,-2.6772815
437,18292,False,https://t.co/gDAgzll5ym,GB,twitter,0,53.38322877572023,-1.4496120000000003
1958,5323,False,"Watching old WWE videos, Eddie and Chyna. *sigh* how life is so cruel at times. Sad that both of them are no longer alive 😥 may they R.I.P 💙",GB,twitter,-1,53.82741938270176,-2.6056435
532,5956,False,"Only split by 1 actual thing too ffs, can see all on screen",GB,twitter,-1,51.59356948686316,-3.312432
229,221,False,"#PaanoSumagotNgPahugot 3-6 months tapos na mga adik.Cge tapusin nyo narin ako,adik s pag-ibig pero walang pumapansin #TheMorningRush @RX931",GB,twitter,0,57.1557549,-2.0888044
828,21866,False,@therugbydungeon absolutely loving this. Nothing better than a good old long chat!,GB,twitter,1,51.50379309930915,-0.18919
183,1266,False,'If ur lucky you can be my girlfriend' looool,GB,twitter,-1,52.33058798283946,-0.903591
1557,154594,True,@thabotarich greatest of all time,GB,twitter,1,53.38322877572023,-1.4496120000000003
570,8496,False,Happy my back is feeling tonnes better 💪🏼,GB,twitter,1,53.802038177843606,-1.5654900000000003
246,16767,False,I am soo nocturnal why do I never feel this productive during the day,GB,twitter,0,52.538794717947916,-2.8031325
5000,1095,False,"Chilling ..London weather is unpredictable. Today rain, tomorrow freezing & next tomorrow little sunshine. SUMMER😁🙈 https://t.co/v6omR6CFIU",GB,twitter,1,51.47151451957592,0.0149895
599,2120,False,Just over 3 weeks until Ibiza ☀️☀️☀️,GB,twitter,-1,55.85839558130999,-4.2417515
100,13568,False,@TheSnowyAngel Oh yeah. I haven't been in lukes garage in years. Forgot about that. And yeah. Just watching iZombie then bed.,GB,twitter,-1,52.91556110309076,-1.4707784999999998
277,31449,False,@ThyJakk Get a thumbnail designer den bish,GB,twitter,-1,51.59585202771581,-0.3370625
879,2978,False,"Future PM and that #Lookingtall @ Houses of Parliament, Westminster,… https://t.co/1NsMtIqYsi",GB,twitter,0,51.5472959,0.0092663
108,83,False,"Well said! We "" Northern audiences"" are just as passionate about every our theatre as anyone else. https://t.co/V3saLjeXhU",GB,twitter,0,53.966222428737346,-1.0853244999999998
3725,7846,False,"""Sometimes reality does not live up to the fantasy"" hmmmm",GB,twitter,-1,51.465826602329074,-2.492508
11,1029710,False,"00:34 BST: Temperature: 13.6°C, Wind: SSW, 1 mph (ave), 5 mph (gust), Humidity: 79%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl",GB,twitter,0,51.676323,-3.542993
744,23840,False,Love it when pretty girls come together.,GB,twitter,1,52.626293532909706,-1.13067
235,24330,False,What the fuck is this lil bug in my room? It's cute I just don't know what the fuck it is https://t.co/q1O4faajAK,GB,twitter,-1,55.943259273756,-3.2030084999999997
2457,40688,False,⚽️⚽️⚽️⚽️ https://t.co/CKGhafucGJ,GB,twitter,0,51.63335610131152,-2.6772815
170,998,False,This whole growing up things scaring me 😢,GB,twitter,-1,51.479518714513524,0.1618535
1575,9880,False,Post F2 Clinical Development Fellow (ie...we don't have enough SHOs doing acute stuff) jobs on the go. Temping.,GB,twitter,0,57.10450371478529,-2.616530000000001
73,62,False,The pain I'm in right now 😖,GB,twitter,-1,51.468410299162315,0.08932450000000001
151,1506,False,@Jord_Josek lol.  Very very sugary drinks and fizzy shit😔😔😔,GB,twitter,1,51.410893464308295,-0.18928900000000004
770,88251,False,@feministdeity @TakedownMRAs Usually just verbal opposition but protests do sometimes need to happen. Not violent but can be noisy.,GB,twitter,-1,51.64090092075878,0.061120999999999995
1137,21773,True,@WeArePalace thank you lads! 😘,GB,twitter,1,51.49839328713241,-0.21610800000000002
234,2689,False,@bnhamel1 يخرب بيت الحشيش الي يشرب فيه هالجربان.,GB,twitter,0,51.394368557245095,0.026298999999999996
7,21131,False,"For great broadband deals in W6 0EE, visit https://t.co/Kmm0R4MCM6 #broadbandcompareuk #broadbanddeals #bestbroadband",GB,twitter,0,51.493289,-0.225512
195,2679,False,@SoccerSix #SoccerSixNashGrier PLEASE PLEASE PLEASEEEEEEEEE 🙋🏼🙋🏼🙋🏼🙋🏼❤️❤️❤️❤️❤️❤️⚽️⚽️⚽️⚽️⚽️,GB,twitter,-1,51.394368557245095,0.026298999999999996
1214,7495,False,to be pro eu pro labour is to call tony benns legacy worthless @newlabourmomentumstrongereuropestrongertogetherstrongerinserco.org,GB,twitter,-1,52.41214485808566,-4.001617
618,17353,False,Saucony x Toshikazu Nozaka DXN Trainer. Huge thanks to vertronica for getting these for me and… https://t.co/g73Xmy0htA,GB,twitter,-1,51.6258822,-0.73494159
1790,32100,False,Who do I think I am pls? to my flat mate 😂 https://t.co/f2BM7xzwxm,GB,twitter,-1,53.456983702037085,-2.2334800000000006
302,12239,False,So whitey so gouched goodnight,GB,twitter,-1,55.85839558130999,-4.2417515
265,7217,False,@Maddison5Daniel happy birthday!! Have a good day 🎉😊 X,GB,twitter,1,54.9779371296568,-1.4407025
273,11639,False,@Chloelegg04 💜,GB,twitter,0,51.3960205470363,-1.319187
559,412,False,#TeaSandwitches #clonmany @Leemullan94 https://t.co/BtfWIg5wT4,GB,twitter,-1,54.675050861728614,-6.81351
957,15086,False,"@AutumnhartFox You're such a lovely person, I'm sorry we didn't get more time to natter. Hope you had a great time!",GB,twitter,1,51.560607684597755,0.21058950000000004
750,11229,False,Haply birthday @IlyasYapici have a lovely day babe X,GB,twitter,1,51.599263128359,-0.018734000000000008
413,64389,False,Sad people feel the need to lie to make their lives better and try to make other peoples lives sad and try to make a person feel small.😠😕,GB,twitter,-1,51.74080260077765,-3.2970184999999996
133,205,False,@chloorhodes I agree! I love it 😂🙆🏼,GB,twitter,1,53.362740272167414,-3.0394275000000004
2628,31087,False,Your music has forever provided me with the serenity and peace for everyday stress. Says a lot about you and me. Thanks a bunch @thescript 💞,GB,twitter,1,54.9779371296568,-1.4407025
143,6021,False,@charles_arthurN @EmmaCool7 ah gros sache que l'amour c'est un langague universel,GB,twitter,-1,51.86631477111753,0.159749
578,2894,False,When can I leave skem,GB,twitter,-1,53.54627311144873,-2.7743114999999996
867,13430,False,@Toxiicss @AdamMentity @JToxics shit wrong toxics 😂😂😂 WP any ways,GB,twitter,-1,52.39592256202304,-0.7156244999999998
356,5485,False,@ReayClarke I've got anxiety,GB,twitter,-1,51.443859852313665,0.13187
2439,12127,False,@socialtrav Ha ha ha ha ha,GB,twitter,0,51.23073568064819,-2.3158515
4257,130043,False,@Sunglassjunkies server wont come on but tagging @ruth_pickford  #SUNGLASSJUNKIES,GB,twitter,-1,51.51448212166734,-0.09291050000000002
387,86675,False,"@simpsems ""I'm loving Engels instead…""",GB,twitter,1,51.66250566,-0.26176149
560,36784,False,@cobaltkobra https://t.co/VRjr07Mztv,GB,twitter,0,51.53707969560851,-0.44236099999999995
127,11803,False,SOZ hahaha,GB,twitter,0,52.41214485808566,-4.001617
982,14959,False,@lizzytbh love your header btw x,GB,twitter,0,51.35895133231162,-0.09263300000000001
153,1419,False,@kirstyrice_ @_laurenyung @megan_hearn hahaha total #goals 😂🙅🏻,GB,twitter,0,51.619621209036865,0.4110205
190,11417,False,My sleeping pattern hasn't been this bad in MONTHS,GB,twitter,-1,55.75947448152295,-4.186459999999999
626,5309,False,Just a tad stressed,GB,twitter,-1,52.62211889266382,-1.683398
316,1591,False,cool then i suppose?????,GB,twitter,-1,51.490020924854,-0.08816100000000003
382,13020,False,Hella stressed recently but no clue what over,GB,twitter,-1,52.9244514967954,-1.2301575
116,3533,False,@r__iqbal @afshaxa LOOOOOL DYIN 😂😂😂😂,GB,twitter,-1,53.64742271951225,-1.811758
575,24230,False,That on person that makes me smile no matter what... ☺️ xx,GB,twitter,1,54.60276942508207,-1.2714555
1171,11376,False,I personally found my Britney impersonation on snapchat hilarious...,GB,twitter,-1,51.410893464308295,-0.18928900000000004
2280,15806,False,@ScottMaslenCrew just asked if Dot was Ginger omg hahaha,GB,twitter,-1,55.97622910709359,-3.712312
249,385,False,I need lad banter,GB,twitter,-1,53.45602402261249,-2.3312304999999998
195,2716,False,@SoccerSix #SoccerSixNashGrier nashhhhhhhhhh 🙋🏼⚽️🙋🏼⚽️⚽️,GB,twitter,-1,51.394368557245095,0.026298999999999996
601,60394,False,"@LORDMAYERS 
     🍃 / 🍻 / 💊 / 🍼🍇.. 
Which one are you about?🌊 

#CRASHCOURSE OUT NOW!! 

🎥Video on the wayyyy ✨

https://t.co/cUGGcStTd1",GB,twitter,-1,51.58792119344532,-0.102162
1908,41375,False,@KateWilliamsme Wicked Witch of the east! Coming to a panto this Christmas in Reading!,GB,twitter,1,52.227131081826634,0.511578
130,11751,False,"Kamara > kamara

#MLS 
#PHIvCLB",GB,twitter,0,51.546931093541325,-0.10918150000000001
